-3.512, 0.455
53.490, 0.542
139.928, 0.614
183.154, 0.650
332.058, 0.725
519.750, 0.741
997.647, 0.746
1743.946, 0.716
1847.175, 0.703
2134.934, 0.638
2200.514, 0.619
2278.537, 0.600
2318.304, 0.562
2387.978, 0.542
2523.991, 0.519
2793.136, 0.501
3208.447, 0.499
4038.975, 0.494
11057.520, 0.462
11514.484, 0.463
11971.138, 0.457
12427.989, 0.456
12884.513, 0.447
13341.409, 0.447
13798.326, 0.446
14254.888, 0.439
14566.321, 0.436
15292.926, 0.430
16061.243, 0.426
16684.226, 0.424
17161.625, 0.418
17618.571, 0.418
17950.636, 0.413
10521.040, 0.470
9885.055, 0.477
9342.674, 0.484
8481.406, 0.476
7827.087, 0.491
7246.689, 0.486
6012.002, 0.497
5150.998, 0.494
